fruit_id,color,length_cm,width_cm,kernel_mass_g,whole_fruit_weight_g,spot_coverage_percent,has_spots,oil_yield_percent,maturity_stage,length_width_ratio,kernel_fruit_ratio,color_encoded
TALISAY_01026,yellow,5.49,4.27,0.632,45.9,5.3,True,58.7,mature,1.286,1.38,1
TALISAY_01030,yellow,4.48,3.66,0.18,30.8,0.0,False,57.96,mature,1.224,0.58,1
TALISAY_01303,yellow,5.87,4.91,0.511,42.1,0.0,False,58.88,mature,1.196,1.21,1
TALISAY_01355,yellow,6.36,4.7,0.77,49.4,7.5,True,59.61,mature,1.353,1.56,1
TALISAY_01730,brown,5.0,4.02,0.469,21.9,0.0,False,55.87,fully_ripe,1.244,2.14,2
TALISAY_00665,yellow,6.02,4.49,0.664,47.1,2.5,False,57.27,mature,1.341,1.41,1
TALISAY_00364,green,5.98,3.86,0.65,44.5,14.8,True,47.32,immature,1.549,1.46,0
TALISAY_00077,green,4.92,3.43,0.427,37.3,21.1,True,48.24,immature,1.434,1.14,0
TALISAY_00027,green,6.28,4.45,0.742,50.7,0.0,False,46.31,immature,1.411,1.46,0
TALISAY_01436,yellow,5.33,3.79,0.582,32.8,0.0,False,60.18,mature,1.406,1.77,1
TALISAY_00525,yellow,5.0,3.06,0.422,37.1,4.8,False,58.98,mature,1.634,1.14,1
TALISAY_01834,brown,6.53,4.93,0.838,52.7,0.0,False,57.78,fully_ripe,1.325,1.59,2
TALISAY_00055,green,5.78,3.64,0.555,43.3,0.0,False,47.3,immature,1.588,1.28,0
TALISAY_00638,yellow,6.65,5.1,0.9,50.7,23.1,True,60.8,mature,1.304,1.78,1
TALISAY_00302,green,6.13,5.05,0.817,58.2,35.3,True,47.13,immature,1.214,1.4,0
TALISAY_00718,yellow,6.33,4.61,0.73,53.5,0.0,False,62.1,mature,1.373,1.36,1
TALISAY_00624,yellow,6.46,5.5,0.794,51.7,0.0,False,59.99,mature,1.175,1.54,1
TALISAY_00007,green,6.72,4.87,0.722,46.0,19.0,True,49.59,immature,1.38,1.57,0
TALISAY_00803,yellow,4.92,3.14,0.455,32.5,0.0,False,58.57,mature,1.567,1.4,1
TALISAY_01049,yellow,5.35,4.64,0.542,45.7,0.0,False,57.41,mature,1.153,1.19,1
TALISAY_00336,green,5.69,4.87,0.754,43.0,0.0,False,45.72,immature,1.168,1.75,0
TALISAY_00047,green,4.83,3.66,0.349,28.2,40.0,True,48.4,immature,1.32,1.24,0
TALISAY_01763,brown,7.0,5.5,0.9,59.3,17.7,True,58.93,fully_ripe,1.273,1.52,2
TALISAY_00106,green,4.87,3.19,0.558,31.6,16.1,True,47.99,immature,1.527,1.77,0
TALISAY_00349,green,6.65,4.8,0.822,49.6,28.2,True,46.69,immature,1.385,1.66,0
TALISAY_01079,yellow,4.63,4.7,0.589,45.4,0.0,False,59.0,mature,0.985,1.3,1
TALISAY_00238,green,4.94,2.7,0.416,32.5,0.0,False,47.26,immature,1.83,1.28,0
TALISAY_00213,green,6.28,4.01,0.688,40.2,6.1,True,46.04,immature,1.566,1.71,0
TALISAY_01775,brown,6.33,5.5,0.844,53.9,0.0,False,56.4,fully_ripe,1.151,1.57,2
TALISAY_01138,yellow,6.84,4.59,0.83,56.6,6.1,True,60.26,mature,1.49,1.47,1
TALISAY_00793,yellow,6.96,5.5,0.9,56.1,0.0,False,60.19,mature,1.265,1.6,1
TALISAY_01586,brown,6.75,4.85,0.73,49.2,10.3,True,56.75,fully_ripe,1.392,1.48,2
TALISAY_01582,brown,5.08,3.15,0.496,34.1,0.0,False,56.38,fully_ripe,1.613,1.45,2
TALISAY_01671,brown,6.31,4.88,0.719,49.0,0.0,False,55.12,fully_ripe,1.293,1.47,2
TALISAY_00523,yellow,4.91,3.7,0.535,29.3,19.3,True,55.87,mature,1.327,1.83,1
TALISAY_00232,green,5.95,5.0,0.626,43.4,37.9,True,48.04,immature,1.19,1.44,0
TALISAY_00644,yellow,7.0,4.8,0.712,48.5,0.0,False,59.84,mature,1.458,1.47,1
TALISAY_01507,brown,5.94,4.99,0.749,48.8,20.0,True,55.32,fully_ripe,1.19,1.53,2
TALISAY_00533,yellow,5.74,4.59,0.612,46.8,13.8,True,58.69,mature,1.251,1.31,1
TALISAY_01941,brown,5.78,3.99,0.582,32.2,0.0,False,56.8,fully_ripe,1.449,1.81,2
TALISAY_00603,yellow,6.83,4.76,0.834,60.0,18.9,True,60.24,mature,1.435,1.39,1
TALISAY_01329,yellow,5.39,4.03,0.454,45.4,0.0,False,56.29,mature,1.337,1.0,1
TALISAY_01074,yellow,5.43,4.63,0.563,34.9,0.0,False,58.38,mature,1.173,1.61,1
TALISAY_01304,yellow,5.82,3.7,0.589,39.2,11.6,True,59.16,mature,1.573,1.5,1
TALISAY_00060,green,5.85,3.93,0.665,33.3,0.0,False,47.68,immature,1.489,2.0,0
TALISAY_01263,yellow,5.41,4.17,0.408,32.2,0.0,False,58.38,mature,1.297,1.27,1
TALISAY_00092,green,5.03,3.62,0.663,30.1,39.9,True,49.78,immature,1.39,2.2,0
TALISAY_00666,yellow,6.68,5.29,0.9,58.6,5.7,True,60.81,mature,1.263,1.54,1
TALISAY_00280,green,6.54,5.24,0.756,53.0,40.8,True,47.82,immature,1.248,1.43,0
TALISAY_01113,yellow,5.2,4.65,0.53,37.8,0.0,False,59.36,mature,1.118,1.4,1
TALISAY_00359,green,5.76,4.21,0.759,53.9,0.0,False,48.3,immature,1.368,1.41,0
TALISAY_01128,yellow,5.82,4.05,0.62,43.8,9.0,True,58.93,mature,1.437,1.42,1
TALISAY_01169,yellow,4.22,3.47,0.25,30.6,0.0,False,57.42,mature,1.216,0.82,1
TALISAY_00847,yellow,4.69,3.33,0.185,40.4,0.0,False,56.08,mature,1.408,0.46,1
TALISAY_01521,brown,4.95,3.43,0.329,23.8,0.0,False,52.07,fully_ripe,1.443,1.38,2
TALISAY_00110,green,7.0,5.41,0.9,57.3,0.0,False,48.64,immature,1.294,1.57,0
TALISAY_00042,green,5.85,3.73,0.498,40.4,0.0,False,48.95,immature,1.568,1.23,0
TALISAY_00125,green,6.47,5.01,0.806,58.4,0.0,False,46.07,immature,1.291,1.38,0
TALISAY_00204,green,4.82,2.75,0.448,26.9,30.0,True,47.86,immature,1.753,1.67,0
TALISAY_00052,green,6.0,3.55,0.447,44.7,0.0,False,45.43,immature,1.69,1.0,0
TALISAY_00545,yellow,5.0,3.37,0.481,39.7,0.0,False,57.63,mature,1.484,1.21,1
TALISAY_00068,green,5.86,4.16,0.523,45.5,29.2,True,49.38,immature,1.409,1.15,0
TALISAY_01740,brown,6.43,4.29,0.66,37.1,0.0,False,54.5,fully_ripe,1.499,1.78,2
TALISAY_01547,brown,5.33,4.78,0.535,42.1,0.0,False,53.76,fully_ripe,1.115,1.27,2
TALISAY_00183,green,5.13,3.9,0.484,43.3,19.0,True,47.01,immature,1.315,1.12,0
TALISAY_00137,green,6.33,4.82,0.818,55.6,0.0,False,46.61,immature,1.313,1.47,0
TALISAY_00899,yellow,4.72,3.02,0.421,29.3,0.0,False,56.87,mature,1.563,1.44,1
TALISAY_00796,yellow,6.57,4.37,0.786,48.7,0.0,False,59.68,mature,1.503,1.61,1
TALISAY_00132,green,7.0,5.39,0.834,56.5,34.3,True,49.85,immature,1.299,1.48,0
TALISAY_00080,green,4.89,3.54,0.335,30.4,0.0,False,47.25,immature,1.381,1.1,0
TALISAY_01986,brown,6.0,4.98,0.685,48.7,23.3,True,57.58,fully_ripe,1.205,1.41,2
TALISAY_01540,brown,5.62,3.76,0.565,33.2,0.0,False,57.23,fully_ripe,1.495,1.7,2
TALISAY_00541,yellow,5.69,3.77,0.586,46.3,4.5,False,58.69,mature,1.509,1.27,1
TALISAY_01668,brown,5.9,4.95,0.668,54.8,0.0,False,56.37,fully_ripe,1.192,1.22,2
TALISAY_00983,yellow,5.34,3.67,0.391,32.6,0.0,False,57.53,mature,1.455,1.2,1
TALISAY_00165,green,5.85,4.02,0.559,37.2,36.9,True,48.08,immature,1.455,1.5,0
TALISAY_00248,green,4.73,2.7,0.432,32.4,0.0,False,46.78,immature,1.752,1.33,0
TALISAY_00446,green,6.35,5.04,0.686,55.0,38.2,True,49.89,immature,1.26,1.25,0
TALISAY_01514,brown,5.52,4.2,0.439,42.3,0.0,False,55.38,fully_ripe,1.314,1.04,2
TALISAY_00858,yellow,4.66,2.7,0.381,29.8,0.0,False,56.8,mature,1.726,1.28,1
TALISAY_01211,yellow,4.81,3.6,0.517,31.5,0.0,False,57.53,mature,1.336,1.64,1
TALISAY_00097,green,4.75,3.76,0.43,36.4,45.2,True,45.0,immature,1.263,1.18,0
TALISAY_01973,brown,7.0,5.5,0.798,59.7,19.6,True,58.62,fully_ripe,1.273,1.34,2
TALISAY_00737,yellow,6.37,5.5,0.769,58.8,0.0,False,59.01,mature,1.158,1.31,1
TALISAY_01255,yellow,5.22,4.5,0.619,43.2,0.0,False,58.85,mature,1.16,1.43,1
TALISAY_00102,green,6.66,5.43,0.9,59.2,46.1,True,45.94,immature,1.227,1.52,0
TALISAY_00434,green,5.19,3.86,0.423,42.8,0.0,False,48.69,immature,1.345,0.99,0
TALISAY_00074,green,5.76,2.86,0.415,31.5,7.9,True,45.73,immature,2.014,1.32,0
TALISAY_01791,brown,5.99,3.7,0.43,29.3,19.7,True,53.13,fully_ripe,1.619,1.47,2
TALISAY_01234,yellow,6.13,4.4,0.63,38.6,0.0,False,58.21,mature,1.393,1.63,1
TALISAY_00918,yellow,5.7,4.44,0.639,53.0,14.2,True,60.15,mature,1.284,1.21,1
TALISAY_01711,brown,6.6,5.5,0.824,57.9,0.0,False,55.61,fully_ripe,1.2,1.42,2
TALISAY_01670,brown,4.66,3.48,0.36,38.3,0.0,False,54.36,fully_ripe,1.339,0.94,2
TALISAY_01620,brown,6.66,5.5,0.809,57.5,23.8,True,58.5,fully_ripe,1.211,1.41,2
TALISAY_00762,yellow,4.88,3.13,0.358,28.6,0.0,False,55.97,mature,1.559,1.25,1
TALISAY_00989,yellow,6.79,4.52,0.831,52.8,0.0,False,60.76,mature,1.502,1.57,1
TALISAY_00388,green,5.53,4.12,0.584,39.8,14.5,True,47.09,immature,1.342,1.47,0
TALISAY_00235,green,5.28,4.47,0.509,44.9,42.9,True,49.32,immature,1.181,1.13,0
TALISAY_01506,brown,4.93,3.48,0.435,34.7,23.7,True,56.76,fully_ripe,1.417,1.25,2
TALISAY_00267,green,7.0,4.84,0.865,47.7,7.6,True,47.24,immature,1.446,1.81,0
TALISAY_01187,yellow,7.0,5.05,0.734,60.0,0.0,False,58.84,mature,1.386,1.22,1
TALISAY_00117,green,6.8,5.5,0.816,60.0,15.4,True,50.77,immature,1.236,1.36,0
TALISAY_01606,brown,4.28,3.64,0.252,35.6,0.0,False,55.64,fully_ripe,1.176,0.71,2
TALISAY_00673,yellow,6.1,4.85,0.641,34.3,0.0,False,59.25,mature,1.258,1.87,1
TALISAY_00249,green,6.61,4.57,0.68,46.5,11.3,True,45.0,immature,1.446,1.46,0
TALISAY_01452,yellow,6.13,5.1,0.731,48.6,10.3,True,60.41,mature,1.202,1.5,1
TALISAY_01994,brown,5.17,3.7,0.333,38.1,0.0,False,54.7,fully_ripe,1.397,0.87,2
TALISAY_00094,green,6.45,5.1,0.781,60.0,12.0,True,49.6,immature,1.265,1.3,0
TALISAY_00033,green,6.55,4.84,0.652,50.1,12.0,True,50.14,immature,1.353,1.3,0
TALISAY_01463,yellow,5.69,4.08,0.48,36.4,9.7,True,61.13,mature,1.395,1.32,1
TALISAY_01667,brown,5.47,2.83,0.519,34.3,0.0,False,58.06,fully_ripe,1.933,1.51,2
TALISAY_00448,green,5.01,3.78,0.662,42.4,47.0,True,49.08,immature,1.325,1.56,0
TALISAY_00716,yellow,6.07,4.35,0.605,46.4,0.0,False,58.72,mature,1.395,1.3,1
TALISAY_01809,brown,4.62,3.27,0.406,33.1,25.0,True,53.02,fully_ripe,1.413,1.23,2
TALISAY_01517,brown,5.38,4.19,0.657,45.9,23.1,True,57.34,fully_ripe,1.284,1.43,2
TALISAY_00000,green,5.13,4.08,0.572,44.8,0.0,False,46.6,immature,1.257,1.28,0
TALISAY_01375,yellow,6.92,4.85,0.896,49.4,18.6,True,59.82,mature,1.427,1.81,1
TALISAY_01101,yellow,5.16,4.17,0.476,37.6,0.0,False,58.98,mature,1.237,1.27,1
TALISAY_01108,yellow,6.43,5.18,0.782,49.1,0.0,False,58.83,mature,1.241,1.59,1
TALISAY_01226,yellow,6.89,5.29,0.9,56.9,0.0,False,61.72,mature,1.302,1.58,1
TALISAY_00082,green,5.09,3.27,0.331,33.3,0.0,False,45.88,immature,1.557,0.99,0
TALISAY_01288,yellow,6.82,5.06,0.882,50.3,0.0,False,61.11,mature,1.348,1.75,1
TALISAY_00676,yellow,6.68,4.54,0.844,49.0,0.0,False,58.77,mature,1.471,1.72,1
TALISAY_01920,brown,6.67,5.16,0.799,56.8,0.0,False,56.35,fully_ripe,1.293,1.41,2
TALISAY_01046,yellow,6.31,4.22,0.638,49.6,0.0,False,58.7,mature,1.495,1.29,1
TALISAY_00770,yellow,6.41,5.45,0.745,50.6,0.0,False,60.06,mature,1.176,1.47,1
TALISAY_01946,brown,6.96,5.5,0.832,54.8,0.0,False,56.1,fully_ripe,1.265,1.52,2
TALISAY_01280,yellow,6.31,5.36,0.738,45.5,0.0,False,57.45,mature,1.177,1.62,1
TALISAY_01580,brown,4.89,3.24,0.449,27.1,0.0,False,54.64,fully_ripe,1.509,1.66,2
TALISAY_01488,yellow,5.2,3.27,0.413,40.4,9.9,True,56.62,mature,1.59,1.02,1
TALISAY_00404,green,6.36,4.38,0.626,42.3,32.7,True,47.57,immature,1.452,1.48,0
TALISAY_01727,brown,5.17,3.14,0.528,33.3,0.0,False,53.11,fully_ripe,1.646,1.59,2
TALISAY_01298,yellow,6.52,5.5,0.718,57.6,0.0,False,60.96,mature,1.185,1.25,1
TALISAY_01340,yellow,4.58,2.97,0.466,31.5,2.7,False,57.77,mature,1.542,1.48,1
TALISAY_00104,green,5.13,4.29,0.463,51.5,0.0,False,46.99,immature,1.196,0.9,0
TALISAY_00688,yellow,6.16,4.93,0.818,51.7,0.0,False,59.67,mature,1.249,1.58,1
TALISAY_01305,yellow,6.33,4.34,0.6,48.9,0.0,False,58.51,mature,1.459,1.23,1
TALISAY_00826,yellow,4.26,3.37,0.358,35.1,0.0,False,58.58,mature,1.264,1.02,1
TALISAY_00062,green,5.25,3.31,0.433,31.3,0.0,False,49.8,immature,1.586,1.38,0
TALISAY_00852,yellow,5.67,4.89,0.762,54.2,0.0,False,58.03,mature,1.16,1.41,1
TALISAY_01353,yellow,6.94,5.5,0.817,55.1,24.5,True,60.61,mature,1.262,1.48,1
TALISAY_00223,green,4.08,3.3,0.594,41.7,7.8,True,45.85,immature,1.236,1.42,0
TALISAY_00145,green,6.93,5.2,0.743,50.6,31.7,True,49.36,immature,1.333,1.47,0
TALISAY_01088,yellow,4.88,3.78,0.453,39.3,0.0,False,59.71,mature,1.291,1.15,1
TALISAY_00373,green,4.94,2.93,0.504,29.2,6.5,True,46.92,immature,1.686,1.73,0
TALISAY_01420,yellow,5.05,4.1,0.464,34.9,0.0,False,56.9,mature,1.232,1.33,1
TALISAY_01142,yellow,5.5,4.04,0.642,42.9,5.4,True,60.68,mature,1.361,1.5,1
TALISAY_01826,brown,5.44,3.86,0.57,34.0,0.0,False,55.78,fully_ripe,1.409,1.68,2
TALISAY_01494,yellow,7.0,5.5,0.806,60.0,2.0,False,58.31,mature,1.273,1.34,1
TALISAY_01601,brown,5.42,3.39,0.544,36.1,0.0,False,54.97,fully_ripe,1.599,1.51,2
TALISAY_01270,yellow,6.55,4.38,0.9,47.8,0.0,False,59.35,mature,1.495,1.88,1
TALISAY_00009,green,6.9,5.5,0.698,51.0,6.4,True,47.75,immature,1.255,1.37,0
TALISAY_00449,green,6.08,4.08,0.597,42.5,0.0,False,48.66,immature,1.49,1.4,0
TALISAY_00708,yellow,5.47,3.76,0.619,36.4,0.0,False,60.84,mature,1.455,1.7,1
TALISAY_00255,green,4.63,3.88,0.368,34.6,0.0,False,46.19,immature,1.193,1.06,0
TALISAY_00882,yellow,5.79,3.89,0.751,49.7,23.5,True,58.98,mature,1.488,1.51,1
TALISAY_00389,green,4.74,3.11,0.453,34.2,15.5,True,48.38,immature,1.524,1.32,0
TALISAY_00908,yellow,6.92,4.55,0.756,52.6,0.0,False,59.25,mature,1.521,1.44,1
TALISAY_00924,yellow,5.32,3.92,0.5,48.6,20.8,True,58.43,mature,1.357,1.03,1
TALISAY_01703,brown,4.39,3.19,0.513,40.4,0.0,False,56.44,fully_ripe,1.376,1.27,2
TALISAY_01232,yellow,5.88,4.9,0.832,50.4,20.7,True,60.57,mature,1.2,1.65,1
TALISAY_00460,green,5.68,4.45,0.485,50.3,0.0,False,45.0,immature,1.276,0.96,0
TALISAY_01269,yellow,6.4,4.24,0.725,51.0,8.1,True,57.96,mature,1.509,1.42,1
TALISAY_01759,brown,6.26,4.83,0.563,48.0,0.0,False,56.16,fully_ripe,1.296,1.17,2
TALISAY_01168,yellow,5.75,3.98,0.556,37.2,16.2,True,58.82,mature,1.445,1.49,1
TALISAY_00958,yellow,7.0,5.04,0.9,44.7,2.4,False,59.34,mature,1.389,2.01,1
TALISAY_00501,yellow,7.0,5.5,0.87,60.0,0.0,False,59.55,mature,1.273,1.45,1
TALISAY_00739,yellow,5.36,4.18,0.78,42.5,0.0,False,59.03,mature,1.282,1.84,1
TALISAY_01849,brown,4.78,3.64,0.423,33.4,0.0,False,56.11,fully_ripe,1.313,1.27,2
TALISAY_00868,yellow,5.78,4.96,0.845,47.0,0.0,False,59.53,mature,1.165,1.8,1
TALISAY_00731,yellow,4.47,3.06,0.233,28.2,0.0,False,57.99,mature,1.461,0.83,1
TALISAY_00539,yellow,4.86,2.78,0.29,24.4,15.7,True,59.19,mature,1.748,1.19,1
TALISAY_01201,yellow,4.83,3.26,0.39,32.6,0.0,False,57.44,mature,1.482,1.2,1
TALISAY_00697,yellow,5.17,4.03,0.513,40.0,0.0,False,57.39,mature,1.283,1.28,1
TALISAY_01392,yellow,6.19,3.87,0.778,47.9,0.0,False,61.42,mature,1.599,1.62,1
TALISAY_01376,yellow,5.19,3.42,0.537,39.7,0.0,False,57.9,mature,1.518,1.35,1
TALISAY_01145,yellow,6.05,4.33,0.814,44.3,5.7,True,60.72,mature,1.397,1.84,1
TALISAY_01031,yellow,6.54,4.61,0.657,42.1,0.0,False,58.73,mature,1.419,1.56,1
TALISAY_00372,green,4.63,3.8,0.546,37.8,0.0,False,46.15,immature,1.218,1.44,0
TALISAY_00667,yellow,5.04,2.7,0.442,35.7,0.0,False,57.5,mature,1.867,1.24,1
TALISAY_01525,brown,6.99,5.5,0.825,60.0,0.0,False,57.39,fully_ripe,1.271,1.38,2
TALISAY_00357,green,5.5,3.01,0.425,28.1,0.0,False,46.07,immature,1.827,1.51,0
TALISAY_00967,yellow,5.02,3.36,0.496,33.8,0.0,False,59.66,mature,1.494,1.47,1
TALISAY_00783,yellow,5.79,3.91,0.534,36.8,0.0,False,58.79,mature,1.481,1.45,1
TALISAY_00735,yellow,6.64,4.97,0.769,58.0,3.5,False,58.89,mature,1.336,1.33,1
TALISAY_01035,yellow,6.58,5.5,0.9,49.3,0.0,False,59.67,mature,1.196,1.83,1
TALISAY_00970,yellow,5.14,3.38,0.347,32.3,0.0,False,58.82,mature,1.521,1.07,1
TALISAY_01524,brown,6.11,4.69,0.639,48.6,0.0,False,56.53,fully_ripe,1.303,1.31,2
TALISAY_01486,yellow,6.29,4.59,0.607,55.3,0.0,False,59.18,mature,1.37,1.1,1
TALISAY_01523,brown,5.5,2.74,0.48,22.2,0.0,False,55.13,fully_ripe,2.007,2.16,2
TALISAY_01490,yellow,5.9,5.34,0.698,48.2,0.0,False,59.18,mature,1.105,1.45,1
TALISAY_01642,brown,5.53,4.37,0.611,41.4,0.0,False,55.84,fully_ripe,1.265,1.48,2
TALISAY_01252,yellow,6.43,5.5,0.9,60.0,0.0,False,59.15,mature,1.169,1.5,1
TALISAY_01693,brown,5.1,4.29,0.615,39.3,0.0,False,56.07,fully_ripe,1.189,1.56,2
TALISAY_01749,brown,6.27,4.64,0.551,46.2,0.0,False,55.31,fully_ripe,1.351,1.19,2
TALISAY_01236,yellow,4.61,3.61,0.299,32.6,7.0,True,57.19,mature,1.277,0.92,1
TALISAY_00885,yellow,6.82,5.5,0.715,52.2,0.0,False,58.94,mature,1.24,1.37,1
TALISAY_00079,green,5.62,3.54,0.536,39.8,0.0,False,47.3,immature,1.588,1.35,0
TALISAY_01172,yellow,4.98,3.41,0.366,34.4,0.0,False,58.4,mature,1.46,1.06,1
TALISAY_00814,yellow,6.31,3.18,0.69,44.0,0.0,False,59.74,mature,1.984,1.57,1
TALISAY_01285,yellow,6.09,4.11,0.613,45.1,0.0,False,60.24,mature,1.482,1.36,1
TALISAY_00671,yellow,5.58,3.9,0.597,43.1,0.0,False,61.31,mature,1.431,1.39,1
TALISAY_01531,brown,5.81,4.24,0.499,38.9,0.0,False,53.95,fully_ripe,1.37,1.28,2
TALISAY_00057,green,6.36,4.16,0.818,51.2,39.8,True,47.23,immature,1.529,1.6,0
TALISAY_00133,green,5.61,4.33,0.642,46.0,0.0,False,48.27,immature,1.296,1.4,0
TALISAY_01140,yellow,4.89,2.77,0.445,37.7,2.0,False,58.05,mature,1.765,1.18,1
TALISAY_00933,yellow,6.29,4.76,0.63,40.5,0.0,False,57.95,mature,1.321,1.56,1
TALISAY_01684,brown,4.91,3.85,0.428,29.5,0.0,False,55.33,fully_ripe,1.275,1.45,2
TALISAY_00823,yellow,4.7,3.97,0.535,39.0,0.0,False,58.7,mature,1.184,1.37,1
TALISAY_01214,yellow,5.39,3.5,0.563,36.3,0.0,False,61.22,mature,1.54,1.55,1
TALISAY_00504,yellow,6.86,5.25,0.9,47.4,0.0,False,60.78,mature,1.307,1.9,1
TALISAY_01774,brown,6.3,4.71,0.794,46.5,0.0,False,56.54,fully_ripe,1.338,1.71,2
TALISAY_00347,green,4.07,3.11,0.199,29.1,0.0,False,45.0,immature,1.309,0.68,0
TALISAY_00386,green,5.04,3.35,0.414,34.8,43.8,True,46.38,immature,1.504,1.19,0
TALISAY_01024,yellow,4.38,3.56,0.383,36.0,0.0,False,55.16,mature,1.23,1.06,1
TALISAY_00894,yellow,7.0,4.38,0.896,51.2,4.6,False,62.31,mature,1.598,1.75,1
TALISAY_00828,yellow,4.49,3.9,0.253,43.3,0.0,False,58.29,mature,1.151,0.58,1
TALISAY_01892,brown,6.11,5.17,0.883,50.7,0.0,False,55.78,fully_ripe,1.182,1.74,2
TALISAY_00475,green,6.04,4.85,0.618,43.0,45.9,True,47.62,immature,1.245,1.44,0
TALISAY_01470,yellow,6.58,4.69,0.819,59.0,0.0,False,60.93,mature,1.403,1.39,1
TALISAY_01447,yellow,6.99,5.48,0.893,49.7,9.5,True,60.94,mature,1.276,1.8,1
TALISAY_01581,brown,7.0,5.5,0.9,53.5,0.0,False,57.52,fully_ripe,1.273,1.68,2
TALISAY_00652,yellow,5.86,4.42,0.617,51.2,0.0,False,60.11,mature,1.326,1.21,1
TALISAY_00172,green,7.0,5.5,0.865,58.8,45.2,True,47.68,immature,1.273,1.47,0
TALISAY_01149,yellow,4.53,3.44,0.369,29.8,0.0,False,58.17,mature,1.317,1.24,1
TALISAY_00038,green,6.1,4.69,0.761,49.8,22.5,True,47.19,immature,1.301,1.53,0
TALISAY_00713,yellow,4.71,3.4,0.325,29.4,0.0,False,56.76,mature,1.385,1.11,1
TALISAY_00090,green,5.51,4.32,0.723,46.8,34.9,True,47.54,immature,1.275,1.54,0
TALISAY_01936,brown,4.86,3.64,0.303,28.3,9.2,True,52.58,fully_ripe,1.335,1.07,2
TALISAY_01205,yellow,6.09,5.16,0.775,60.0,0.0,False,57.86,mature,1.18,1.29,1
TALISAY_00875,yellow,6.58,5.5,0.9,60.0,17.3,True,60.47,mature,1.196,1.5,1
TALISAY_01351,yellow,6.69,4.99,0.871,53.1,0.0,False,62.17,mature,1.341,1.64,1
TALISAY_01889,brown,5.83,4.2,0.833,54.7,16.3,True,57.48,fully_ripe,1.388,1.52,2
TALISAY_01093,yellow,6.16,4.32,0.671,56.3,10.9,True,59.53,mature,1.426,1.19,1
TALISAY_01155,yellow,5.02,3.77,0.601,35.6,3.5,False,59.03,mature,1.332,1.69,1
TALISAY_01781,brown,6.29,5.34,0.678,47.4,0.0,False,54.03,fully_ripe,1.178,1.43,2
TALISAY_01958,brown,6.8,5.5,0.875,53.9,0.0,False,56.1,fully_ripe,1.236,1.62,2
TALISAY_00499,green,4.6,2.7,0.341,31.6,26.2,True,46.51,immature,1.704,1.08,0
TALISAY_00338,green,6.01,5.36,0.736,49.4,25.3,True,47.84,immature,1.121,1.49,0
TALISAY_01188,yellow,6.05,4.59,0.693,43.4,0.0,False,59.09,mature,1.318,1.6,1
TALISAY_00028,green,6.69,5.23,0.645,47.6,0.0,False,48.07,immature,1.279,1.36,0
TALISAY_01217,yellow,4.34,2.99,0.549,36.0,0.0,False,59.43,mature,1.452,1.52,1
TALISAY_01399,yellow,6.66,4.24,0.635,45.2,0.0,False,59.89,mature,1.571,1.4,1
TALISAY_01820,brown,7.0,4.49,0.772,49.4,0.0,False,54.57,fully_ripe,1.559,1.56,2
TALISAY_00945,yellow,4.81,3.23,0.46,27.3,14.2,True,57.12,mature,1.489,1.68,1
TALISAY_00169,green,5.42,3.85,0.6,38.1,12.6,True,50.64,immature,1.408,1.57,0
TALISAY_01404,yellow,6.04,4.17,0.599,47.2,0.0,False,58.1,mature,1.448,1.27,1
TALISAY_01197,yellow,5.47,4.62,0.434,49.0,0.0,False,58.83,mature,1.184,0.89,1
TALISAY_01253,yellow,6.72,4.76,0.703,45.7,5.1,True,58.97,mature,1.412,1.54,1
TALISAY_01613,brown,6.22,4.43,0.646,45.7,0.0,False,55.32,fully_ripe,1.404,1.41,2
TALISAY_00912,yellow,4.34,3.38,0.607,26.9,0.0,False,60.84,mature,1.284,2.26,1
TALISAY_00491,green,6.2,4.68,0.642,44.9,40.2,True,47.07,immature,1.325,1.43,0
TALISAY_00953,yellow,4.26,3.91,0.448,33.8,7.2,True,56.92,mature,1.09,1.33,1
TALISAY_01097,yellow,5.6,4.55,0.638,47.3,0.0,False,57.71,mature,1.231,1.35,1
TALISAY_01032,yellow,5.27,3.5,0.429,47.8,13.2,True,58.35,mature,1.506,0.9,1
TALISAY_00587,yellow,4.98,3.63,0.555,26.5,0.0,False,58.87,mature,1.372,2.09,1
TALISAY_00750,yellow,5.67,4.44,0.687,43.2,0.0,False,60.28,mature,1.277,1.59,1
TALISAY_00657,yellow,5.87,4.48,0.788,51.0,0.0,False,59.25,mature,1.31,1.55,1
TALISAY_00234,green,5.65,3.39,0.557,47.4,37.0,True,46.4,immature,1.667,1.18,0
TALISAY_00732,yellow,5.83,5.09,0.63,49.1,0.0,False,58.66,mature,1.145,1.28,1
TALISAY_01988,brown,5.05,3.65,0.327,34.1,0.0,False,52.79,fully_ripe,1.384,0.96,2
TALISAY_01632,brown,4.87,3.27,0.456,29.8,0.0,False,56.49,fully_ripe,1.489,1.53,2
TALISAY_01156,yellow,7.0,4.53,0.84,57.7,0.0,False,58.08,mature,1.545,1.46,1
TALISAY_01469,yellow,5.97,3.55,0.649,43.3,0.0,False,59.31,mature,1.682,1.5,1
TALISAY_01424,yellow,5.91,4.38,0.649,48.6,0.0,False,59.44,mature,1.349,1.34,1
TALISAY_01627,brown,4.95,3.28,0.396,42.3,0.0,False,53.6,fully_ripe,1.509,0.94,2
